Day,Sales
Day 9532,4667
Day 9533,422
Day 9534,1382
Day 9535,1787
Day 9536,3676
Day 9537,6256
Day 9538,1970
Day 9539,7223
Day 9540,6705
Day 9541,8303
Day 9542,3728
Day 9543,1296
Day 9544,4451
Day 9545,5176
Day 9546,8719
Day 9547,7594
Day 9548,3781
Day 9549,4005
Day 9550,7315
Day 9551,8252
Day 9552,9073
Day 9553,6443
Day 9554,8269
Day 9555,4799
Day 9556,4230
Day 9557,9527
Day 9558,7982
Day 9559,1049
Day 9560,4165
Day 9561,6435
Day 9562,776
Day 9563,3924
Day 9564,9294
Day 9565,6321
Day 9566,3196
Day 9567,7328
Day 9568,7406
Day 9569,9267
Day 9570,411
Day 9571,1886
Day 9572,5253
Day 9573,2048
Day 9574,1833
Day 9575,4393
Day 9576,361
Day 9577,8266
Day 9578,7274
Day 9579,2361
Day 9580,1352
Day 9581,2442
Day 9582,1644
Day 9583,3395
Day 9584,6053
Day 9585,7763
Day 9586,3709
Day 9587,3224
Day 9588,1391
Day 9589,6369
Day 9590,7883
Day 9591,7035
Day 9592,7215
Day 9593,2158
Day 9594,3475
Day 9595,6197
Day 9596,8314
Day 9597,5311
Day 9598,1578
Day 9599,488
Day 9600,9687
Day 9601,1868
Day 9602,8048
Day 9603,4481
Day 9604,5898
Day 9605,9364
Day 9606,3463
Day 9607,3950
Day 9608,8916
Day 9609,616
Day 9610,6734
Day 9611,2606
Day 9612,6700
Day 9613,7702
Day 9614,5176
Day 9615,7514
Day 9616,9519
Day 9617,9331
Day 9618,290
Day 9619,1109
Day 9620,7197
Day 9621,6477
Day 9622,8360
Day 9623,4475
Day 9624,6465
Day 9625,5443
Day 9626,4659
Day 9627,7198
Day 9628,1258
Day 9629,5866
Day 9630,5761
Day 9631,8583
Day 9632,7784
Day 9633,3521
Day 9634,7921
Day 9635,7053
Day 9636,8882
Day 9637,2402
Day 9638,9761
Day 9639,3913
Day 9640,9707
Day 9641,8242
Day 9642,6096
Day 9643,3637
Day 9644,2154
Day 9645,8520
Day 9646,3695
Day 9647,2945
Day 9648,8185
Day 9649,981
Day 9650,7703
Day 9651,7729
Day 9652,450
Day 9653,9459
Day 9654,4715
Day 9655,4228
Day 9656,2786
Day 9657,3493
Day 9658,7047
Day 9659,8802
Day 9660,9476
Day 9661,4629
Day 9662,3964
Day 9663,7882
Day 9664,7740
Day 9665,8515
Day 9666,1851
Day 9667,7471
Day 9668,3644
Day 9669,2896
Day 9670,4448
Day 9671,6949
Day 9672,1615
Day 9673,8759
Day 9674,474
Day 9675,253
Day 9676,191
Day 9677,7175
Day 9678,787
Day 9679,7489
Day 9680,7327
Day 9681,1411
Day 9682,582
Day 9683,6907
Day 9684,543
Day 9685,1562
Day 9686,4311
Day 9687,548
Day 9688,9912
Day 9689,2920
Day 9690,3581
Day 9691,5084
Day 9692,3741
Day 9693,5292
Day 9694,3513
Day 9695,7342
Day 9696,5971
Day 9697,1535
Day 9698,570
Day 9699,4428
Day 9700,9473
Day 9701,5214
Day 9702,1419
Day 9703,4878
Day 9704,3379
Day 9705,1343
Day 9706,8739
Day 9707,4091
Day 9708,7343
Day 9709,6804
Day 9710,7940
Day 9711,775
Day 9712,3958
Day 9713,6514
Day 9714,596
Day 9715,7380
Day 9716,5436
Day 9717,7454
Day 9718,1114
Day 9719,6505
Day 9720,5944
Day 9721,6621
Day 9722,5231
Day 9723,8380
Day 9724,3125
Day 9725,1018
Day 9726,2419
Day 9727,9952
Day 9728,7034
Day 9729,7603
Day 9730,9416
Day 9731,7614
Day 9732,454
Day 9733,6878
Day 9734,3351
Day 9735,4936
Day 9736,342
Day 9737,1409
Day 9738,1856
Day 9739,3323
Day 9740,7462
Day 9741,4437
Day 9742,5108
Day 9743,9888
Day 9744,6639
Day 9745,848
Day 9746,9101
Day 9747,4308
Day 9748,755
Day 9749,3557
Day 9750,1010
Day 9751,9026
Day 9752,9880
Day 9753,964
Day 9754,8713
Day 9755,652
Day 9756,9409
Day 9757,9100
Day 9758,1729
Day 9759,911
Day 9760,3527
Day 9761,2186
Day 9762,1917
Day 9763,908
Day 9764,8724
Day 9765,789
Day 9766,7377
Day 9767,1855
Day 9768,9727
Day 9769,6232
Day 9770,8161
Day 9771,5025
Day 9772,2641
Day 9773,1062
Day 9774,8264
Day 9775,9939
Day 9776,5420
Day 9777,8182
Day 9778,1559
Day 9779,655
Day 9780,3641
Day 9781,5454
Day 9782,1531
Day 9783,6186
Day 9784,5428
Day 9785,8490
Day 9786,5404
Day 9787,1551
Day 9788,9543
Day 9789,4282
Day 9790,8928
Day 9791,2513
Day 9792,8654
Day 9793,3313
Day 9794,8348
Day 9795,4507
Day 9796,5183
Day 9797,8750
Day 9798,4384
Day 9799,2553
Day 9800,468
Day 9801,8755
Day 9802,9297
Day 9803,4473
Day 9804,2455
Day 9805,2599
Day 9806,9891
Day 9807,292
Day 9808,947
Day 9809,9099
Day 9810,580
Day 9811,256
Day 9812,5297
Day 9813,2137
Day 9814,8022
Day 9815,9426
Day 9816,4807
Day 9817,8242
Day 9818,6391
Day 9819,3102
Day 9820,6986
Day 9821,6999
Day 9822,8528
Day 9823,3145
Day 9824,4325
Day 9825,7110
Day 9826,1516
Day 9827,9745
Day 9828,2674
Day 9829,9510
Day 9830,2805
Day 9831,2919
Day 9832,5350
Day 9833,4318
Day 9834,3765
Day 9835,439
Day 9836,8867
Day 9837,8358
Day 9838,8147
Day 9839,7627
Day 9840,1885
Day 9841,9383
Day 9842,9332
Day 9843,1049
Day 9844,6369
Day 9845,9844
Day 9846,4827
Day 9847,4362
Day 9848,6295
Day 9849,986
Day 9850,170
Day 9851,4782
Day 9852,2416
Day 9853,2304
Day 9854,2318
Day 9855,2343
Day 9856,223
Day 9857,2419
Day 9858,5549
Day 9859,8261
Day 9860,1123
Day 9861,5746
Day 9862,4332
Day 9863,1239
Day 9864,200
Day 9865,7779
Day 9866,6381
Day 9867,7286
Day 9868,6780
Day 9869,6802
Day 9870,6726
Day 9871,6963
Day 9872,2056
Day 9873,3229
Day 9874,6822
Day 9875,1053
Day 9876,7571
Day 9877,8621
Day 9878,2894
Day 9879,9375
Day 9880,2178
Day 9881,1939
Day 9882,2331
Day 9883,3784
Day 9884,3759
Day 9885,317
Day 9886,1593
Day 9887,1261
Day 9888,1821
Day 9889,3611
Day 9890,8713
Day 9891,1578
Day 9892,1589
Day 9893,4902
Day 9894,9533
Day 9895,5032
Day 9896,9271
Day 9897,1683
Day 9898,8689
Day 9899,6608
Day 9900,3038
Day 9901,8829
Day 9902,894
Day 9903,5203
Day 9904,4993
Day 9905,6121
Day 9906,3753
Day 9907,5784
Day 9908,3047
Day 9909,250
Day 9910,5414
Day 9911,5008
Day 9912,9547
Day 9913,2670
Day 9914,805
Day 9915,5404
Day 9916,7732
Day 9917,4963
Day 9918,8999
Day 9919,9124
Day 9920,5443
Day 9921,1932
Day 9922,5625
Day 9923,9377
Day 9924,4626
Day 9925,2283
Day 9926,2201
Day 9927,5278
Day 9928,5122
Day 9929,5594
Day 9930,8839
Day 9931,8942
Day 9932,2859
Day 9933,9631
Day 9934,9231
Day 9935,3905
Day 9936,8005
Day 9937,1498
Day 9938,1097
Day 9939,7626
Day 9940,677
Day 9941,4723
Day 9942,6446
Day 9943,1051
Day 9944,8667
Day 9945,4221
Day 9946,1307
Day 9947,8443
Day 9948,6303
Day 9949,2131
Day 9950,6283
Day 9951,8770
Day 9952,6994
Day 9953,7612
Day 9954,5243
Day 9955,8333
Day 9956,7482
Day 9957,7518
Day 9958,5432
Day 9959,9621
Day 9960,8116
Day 9961,113
Day 9962,4742
Day 9963,7120
Day 9964,5317
Day 9965,3509
Day 9966,9867
Day 9967,7742
Day 9968,4092
Day 9969,6048
Day 9970,8689
Day 9971,8836
Day 9972,8838
Day 9973,4441
Day 9974,2930
Day 9975,5104
Day 9976,3449
Day 9977,3472
Day 9978,4782
Day 9979,1710
Day 9980,2431
Day 9981,5342
Day 9982,8076
Day 9983,6797
Day 9984,1130
Day 9985,4928
Day 9986,5018
Day 9987,4042
Day 9988,2167
Day 9989,1944
Day 9990,6202
Day 9991,7026
Day 9992,6669
Day 9993,5930
Day 9994,6295
Day 9995,3658
Day 9996,5084
Day 9997,4933
Day 9998,6807
Day 9999,4129
Day 10000,6969
